pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
35,Ontario,Ontario,2020-01-31,,3,0,0,3,,,,,3,300.00,0.02,0.00,0,0.00,,,100.00,3,0.02,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-01-31,,1,0,0,1,,,,,1,100.00,0.02,0.00,0,0.00,,,100.00,1,0.02,,,,,,,,,,,,
1,Canada,Canada,2020-01-31,,4,0,0,4,,,,,4,400.00,0.01,0.00,0,0.00,,,100.00,4,0.01,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-08,,3,0,0,3,,,,,0,0.00,0.02,0.00,0,0.00,,,100.00,3,0.02,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-08,,4,0,0,4,,,,,3,300.00,0.08,0.00,0,0.00,,,100.00,4,0.08,,,,,,,,,,,,
1,Canada,Canada,2020-02-08,,7,0,0,7,,,,,3,75.00,0.02,0.00,0,0.00,,,100.00,7,0.02,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-16,,3,0,0,3,,,,,0,0.00,0.02,0.00,0,0.00,,,100.00,3,0.02,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-16,,5,0,0,5,,,,,1,25.00,0.10,0.00,0,0.00,,,100.00,5,0.10,,,,,,,,,,,,
1,Canada,Canada,2020-02-16,,8,0,0,8,,,,,1,14.29,0.02,0.00,0,0.00,,,100.00,8,0.02,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-21,,3,0,0,3,,,,,0,0.00,0.02,0.00,0,0.00,,,100.00,3,0.02,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-21,,6,0,0,6,,,,,1,20.00,0.12,0.00,0,0.00,,,100.00,6,0.12,,,,,,,,,,,,
1,Canada,Canada,2020-02-21,,9,0,0,9,,,,,1,12.50,0.02,0.00,0,0.00,,,100.00,9,0.02,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-24,,4,0,0,4,,,,,1,33.33,0.03,0.00,0,0.00,,,100.00,4,0.03,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-24,,6,0,0,6,,,,,0,0.00,0.12,0.00,0,0.00,,,100.00,6,0.12,,,,,,,,,,,,
1,Canada,Canada,2020-02-24,,10,0,0,10,,,,,1,11.11,0.03,0.00,0,0.00,,,100.00,10,0.03,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-25,,4,0,0,4,,,,,0,0.00,0.03,0.00,0,0.00,,,100.00,4,0.03,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-25,,7,0,0,7,,,,,1,16.67,0.14,0.00,0,0.00,,,100.00,7,0.14,,,,,,,,,,,,
1,Canada,Canada,2020-02-25,,11,0,0,11,,,,,1,10.00,0.03,0.00,0,0.00,,,100.00,11,0.03,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-26,,5,0,0,5,,,,,1,25.00,0.03,0.00,0,0.00,,,100.00,5,0.03,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-26,,7,0,0,7,,,,,0,0.00,0.14,0.00,0,0.00,,,100.00,7,0.14,,,,,,,,,,,,
1,Canada,Canada,2020-02-26,,12,0,0,12,,,,,1,9.09,0.03,0.00,0,0.00,,,100.00,12,0.03,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-27,,6,0,0,6,,,,,1,20.00,0.04,0.00,0,0.00,,,100.00,6,0.04,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-27,,7,0,0,7,,,,,0,0.00,0.14,0.00,0,0.00,,,100.00,7,0.14,,,,,,,,,,,,
1,Canada,Canada,2020-02-27,,13,0,0,13,,,,,1,8.33,0.03,0.00,0,0.00,,,100.00,13,0.03,,,,,,,,,,,,
35,Ontario,Ontario,2020-02-29,,8,0,0,8,,,,,2,33.33,0.05,0.00,0,0.00,,,100.00,8,0.05,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-02-29,,7,0,0,7,,,,,0,0.00,0.14,0.00,0,0.00,,,100.00,7,0.14,,,,,,,,,,,,
1,Canada,Canada,2020-02-29,,15,0,0,15,,,,,2,15.38,0.04,0.00,0,0.00,,,100.00,15,0.04,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-01,,15,0,0,15,,,,,7,87.50,0.10,0.00,0,0.00,,,100.00,15,0.10,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-01,,8,0,0,8,,,,,1,14.29,0.16,0.00,0,0.00,,,100.00,8,0.16,,,,,,,,,,,,
24,Quebec,Québec,2020-03-01,,1,0,0,1,,,,,1,100.00,0.01,0.00,0,0.00,,,100.00,1,0.01,,,,,,,,,,,,
1,Canada,Canada,2020-03-01,,24,0,0,24,,,,,9,60.00,0.06,0.00,0,0.00,,,100.00,24,0.06,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-03,,20,0,0,20,,,,,5,33.33,0.14,0.00,0,0.00,,,100.00,20,0.14,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-03,,12,0,0,12,,,,,4,50.00,0.24,0.00,0,0.00,,,100.00,12,0.24,,,,,,,,,,,,
24,Quebec,Québec,2020-03-03,,1,0,0,1,,,,,0,0.00,0.01,0.00,0,0.00,,,100.00,1,0.01,,,,,,,,,,,,
1,Canada,Canada,2020-03-03,,33,0,0,33,,,,,9,37.50,0.09,0.00,0,0.00,,,100.00,33,0.09,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-05,,22,0,0,22,,,,,2,10.00,0.15,0.00,0,0.00,,,100.00,22,0.15,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-05,,21,0,0,21,,,,,9,75.00,0.41,0.00,0,0.00,,,100.00,21,0.41,,,,,,,,,,,,
24,Quebec,Québec,2020-03-05,,2,0,0,2,,,,,1,100.00,0.02,0.00,0,0.00,,,100.00,2,0.02,,,,,,,,,,,,
1,Canada,Canada,2020-03-05,,45,0,0,45,,,,,12,36.36,0.12,0.00,0,0.00,,,100.00,45,0.12,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-06,,28,0,0,28,,,,,6,27.27,0.19,0.00,0,0.00,,,100.00,28,0.19,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-06,,21,0,0,21,,,,,0,0.00,0.41,0.00,0,0.00,,,100.00,21,0.41,,,,,,,,,,,,
24,Quebec,Québec,2020-03-06,,2,0,0,2,,,,,0,0.00,0.02,0.00,0,0.00,,,100.00,2,0.02,,,,,,,,,,,,
1,Canada,Canada,2020-03-06,,51,0,0,51,,,,,6,13.33,0.14,0.00,0,0.00,,,100.00,51,0.14,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-07,,28,0,0,28,,,,,0,0.00,0.19,0.00,0,0.00,,,100.00,28,0.19,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-07,,27,0,0,27,,,,,6,28.57,0.53,0.00,0,0.00,,,100.00,27,0.53,,,,,,,,,,,,
24,Quebec,Québec,2020-03-07,,2,0,0,2,,,,,0,0.00,0.02,0.00,0,0.00,,,100.00,2,0.02,,,,,,,,,,,,
1,Canada,Canada,2020-03-07,,57,0,0,57,,,,,6,11.76,0.15,0.00,0,0.00,,,100.00,57,0.15,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-08,,31,0,0,31,,,,,3,10.71,0.21,0.00,0,0.00,,,100.00,31,0.21,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-08,,27,0,1,27,,,,,0,0.00,0.53,0.02,1,3.70,,,96.30,26,0.51,,,,,,,,,,,,
24,Quebec,Québec,2020-03-08,,3,0,0,3,,,,,1,50.00,0.04,0.00,0,0.00,,,100.00,3,0.04,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-08,,1,0,0,1,,,,,1,100.00,0.02,0.00,0,0.00,,,100.00,1,0.02,,,,,,,,,,,,
1,Canada,Canada,2020-03-08,,62,0,1,62,,,,,5,8.77,0.16,0.00,1,1.61,,,98.39,61,0.16,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-09,,34,0,0,34,,,,,3,9.68,0.23,0.00,0,0.00,,,100.00,34,0.23,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-09,,32,0,1,32,,,,,5,18.52,0.63,0.02,0,3.13,,,96.88,31,0.61,,,,,,,,,,,,
24,Quebec,Québec,2020-03-09,,4,0,0,4,,,,,1,33.33,0.05,0.00,0,0.00,,,100.00,4,0.05,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-09,,7,0,0,7,,,,,6,600.00,0.16,0.00,0,0.00,,,100.00,7,0.16,,,,,,,,,,,,
1,Canada,Canada,2020-03-09,,77,0,1,77,,,,,15,24.19,0.20,0.00,0,1.30,,,98.70,76,0.20,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-11,,39,0,1,39,4373,,,862,7,21.88,0.77,0.02,0,2.56,4373,,97.44,38,0.75,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-11,,14,0,0,14,1969,,,450,7,100.00,0.32,0.00,0,0.00,1969,,100.00,14,0.32,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-11,,0,0,0,0,204,,,174,0,0.00,0.00,0.00,0,,204,,,,0.00,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-11,,0,0,0,0,352,,,257,0,0.00,0.00,0.00,0,,352,,,,0.00,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-11,,42,0,1,42,3394,,,233,8,23.53,0.29,0.01,1,2.38,3394,,97.62,41,0.28,,,,,,,,,,,,
24,Quebec,Québec,2020-03-11,,7,0,0,7,556,,,66,3,75.00,0.08,0.00,0,0.00,556,,100.00,7,0.08,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-11,,0,0,0,0,22,,,28,0,0.00,0.00,0.00,0,,22,,,,0.00,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-11,,0,0,0,0,44,,,84,0,0.00,0.00,0.00,0,,44,,,,0.00,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-11,,0,0,0,0,103,,,106,0,0.00,0.00,0.00,0,,103,,,,0.00,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-11,,0,0,0,0,6,,,38,0,0.00,0.00,0.00,0,,6,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-11,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-11,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-11,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-11,,1,0,0,1,29,,,,1,100.00,,,0,0.00,29,,100.00,1,,,,,,,,,,,,,
1,Canada,Canada,2020-03-11,,103,0,2,103,11023,,,293,26,33.77,0.27,0.01,0,1.94,11023,,98.06,101,0.27,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-12,,46,0,1,46,5195,,,1024,7,17.95,0.91,0.02,0,2.17,822,,97.83,45,0.89,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-12,,19,0,0,19,4109,,,940,5,35.71,0.43,0.00,0,0.00,2140,,100.00,19,0.43,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-12,,0,1,0,1,285,,,243,1,0.00,0.09,0.00,0,0.00,81,,100.00,1,0.09,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-12,,0,1,0,1,352,,,257,1,0.00,0.07,0.00,0,0.00,0,,100.00,1,0.07,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-12,,59,0,1,59,4185,,,287,17,40.48,0.41,0.01,0,1.69,791,,98.31,58,0.40,,,,,,,,,,,,
24,Quebec,Québec,2020-03-12,,13,0,0,13,740,,,87,6,85.71,0.15,0.00,0,0.00,184,,100.00,13,0.15,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-12,,0,0,0,0,52,,,100,0,0.00,0.00,0.00,0,,30,,,,0.00,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-12,,0,1,0,1,44,,,57,1,0.00,0.13,0.00,0,0.00,0,,100.00,1,0.13,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-12,,0,0,0,0,182,,,187,0,0.00,0.00,0.00,0,,79,,,,0.00,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-12,,0,0,0,0,6,,,38,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-12,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-12,,0,0,0,0,34,,,758,0,0.00,0.00,0.00,0,,34,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-12,,0,0,0,0,1,,,26,0,0.00,0.00,0.00,0,,1,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-12,,1,0,0,1,29,,,,0,0.00,,,0,0.00,0,,100.00,1,,,,,,,,,,,,,
1,Canada,Canada,2020-03-12,,138,3,2,141,15185,,,404,38,36.89,0.38,0.01,0,1.42,4162,,98.58,139,0.37,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-13,,53,0,1,53,5195,,,1024,7,15.22,1.05,0.02,0,1.89,0,,98.11,52,1.03,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-13,,23,0,0,23,4109,,,940,4,21.05,0.53,0.00,0,0.00,0,,100.00,23,0.53,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-13,,0,1,0,1,285,,,243,0,0.00,0.09,0.00,0,0.00,0,,100.00,1,0.09,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-13,,1,2,0,3,352,,,257,2,200.00,0.22,0.00,0,0.00,0,,100.00,3,0.22,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-13,,79,0,1,79,4185,,,287,20,33.90,0.54,0.01,0,1.27,0,,98.73,78,0.54,,,,,,,,,,,,
24,Quebec,Québec,2020-03-13,,17,0,0,17,740,,,87,4,30.77,0.20,0.00,0,0.00,0,,100.00,17,0.20,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-13,,0,0,0,0,52,,,100,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-13,,1,0,0,1,44,,,57,0,0.00,0.13,0.00,0,0.00,0,,100.00,1,0.13,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-13,,0,0,0,0,182,,,187,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-13,,0,0,0,0,6,,,38,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-13,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-13,,0,0,0,0,34,,,758,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-13,,0,0,0,0,1,,,26,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-13,,2,0,0,2,29,,,,1,100.00,,,0,0.00,0,,100.00,2,,,,,,,,,,,,,
1,Canada,Canada,2020-03-13,,176,3,2,179,15185,,,404,38,26.95,0.48,0.01,0,1.12,0,,98.88,177,0.47,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-14,,64,0,1,64,7033,,,1387,11,20.75,1.26,0.02,0,1.56,1838,,98.44,63,1.24,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-14,,29,0,0,29,5247,,,1200,6,26.09,0.66,0.00,0,0.00,1138,,100.00,29,0.66,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-14,,0,2,0,2,349,,,297,1,100.00,0.17,0.00,0,0.00,64,,100.00,2,0.17,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-14,,1,3,0,4,837,,,611,1,33.33,0.29,0.00,0,0.00,485,,100.00,4,0.29,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-14,,79,0,1,79,6646,,,456,0,0.00,0.54,0.01,0,1.27,2461,,98.73,78,0.54,,,,,,,,,,,,
24,Quebec,Québec,2020-03-14,,17,0,0,17,1584,,,187,0,0.00,0.20,0.00,0,0.00,844,,100.00,17,0.20,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-14,,0,0,0,0,62,,,119,0,0.00,0.00,0.00,0,,10,,,,0.00,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-14,,1,1,0,2,82,,,106,1,100.00,0.26,0.00,0,0.00,38,,100.00,2,0.26,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-14,,0,0,0,0,481,,,495,0,0.00,0.00,0.00,0,,299,,,,0.00,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-14,,0,0,0,0,6,,,38,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-14,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-14,,0,0,0,0,76,,,1695,0,0.00,0.00,0.00,0,,42,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-14,,0,0,0,0,6,,,155,0,0.00,0.00,0.00,0,,5,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-14,,2,0,0,2,29,,,,0,0.00,,,0,0.00,0,,100.00,2,,,,,,,,,,,,,
1,Canada,Canada,2020-03-14,,193,6,2,199,22409,,,596,20,11.17,0.53,0.01,0,1.01,7224,,98.99,197,0.52,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-15,,73,0,1,73,7033,,,1387,9,14.06,1.44,0.02,0,1.37,0,,98.63,72,1.42,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-15,,39,0,0,39,5247,,,1200,10,34.48,0.89,0.00,0,0.00,0,,100.00,39,0.89,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-15,,0,2,0,2,349,,,297,0,0.00,0.17,0.00,0,0.00,0,,100.00,2,0.17,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-15,,4,0,0,4,837,,,611,0,0.00,0.29,0.00,0,0.00,0,,100.00,4,0.29,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-15,,103,0,1,103,8461,,,581,24,30.38,0.71,0.01,0,0.97,1815,,99.03,102,0.70,,,,,,,,,,,,
24,Quebec,Québec,2020-03-15,,24,0,0,24,2337,,,275,7,41.18,0.28,0.00,0,0.00,753,,100.00,24,0.28,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-15,,0,1,0,1,62,,,119,1,0.00,0.19,0.00,0,0.00,0,,100.00,1,0.19,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-15,,1,1,0,2,82,,,106,0,0.00,0.26,0.00,0,0.00,0,,100.00,2,0.26,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-15,,0,0,0,0,481,,,495,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-15,,1,0,0,1,6,,,38,1,0.00,0.64,0.00,0,0.00,0,,100.00,1,0.64,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-15,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-15,,0,0,0,0,76,,,1695,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-15,,0,0,0,0,6,,,155,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-15,,4,0,0,4,29,,,,2,100.00,,,0,0.00,0,,100.00,4,,,,,,,,,,,,,
1,Canada,Canada,2020-03-15,,249,4,2,253,24977,,,664,54,27.14,0.67,0.01,0,0.79,2568,,99.21,251,0.67,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-16,,73,0,4,73,9926,,,1957,0,0.00,1.44,0.08,3,5.48,2893,,94.52,69,1.36,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-16,,56,0,0,56,10238,,,2342,17,43.59,1.28,0.00,0,0.00,4991,,100.00,56,1.28,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-16,,1,5,0,6,881,,,750,4,200.00,0.51,0.00,0,0.00,532,,100.00,6,0.51,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-16,,4,3,0,7,1848,,,1349,3,75.00,0.51,0.00,0,0.00,1011,,100.00,7,0.51,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-16,,145,0,1,145,10178,,,699,42,40.78,1.00,0.01,0,0.69,1717,,99.31,144,0.99,,,,,,,,,,,,
24,Quebec,Québec,2020-03-16,,39,0,0,39,3129,,,369,15,62.50,0.46,0.00,0,0.00,792,,100.00,39,0.46,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-16,,0,1,0,1,161,,,309,0,0.00,0.19,0.00,0,0.00,99,,100.00,1,0.19,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-16,,1,5,0,6,143,,,184,4,200.00,0.77,0.00,0,0.00,61,,100.00,6,0.77,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-16,,0,3,0,3,1075,,,1107,3,0.00,0.31,0.00,0,0.00,594,,100.00,3,0.31,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-16,,1,0,0,1,6,,,38,0,0.00,0.64,0.00,0,0.00,0,,100.00,1,0.64,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-16,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-16,,0,0,0,0,138,,,3079,0,0.00,0.00,0.00,0,,62,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-16,,0,0,0,0,7,,,181,0,0.00,0.00,0.00,0,,1,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-16,,4,0,0,4,29,,,,0,0.00,,,0,0.00,0,,100.00,4,,,,,,,,,,,,,
1,Canada,Canada,2020-03-16,,324,17,5,341,37730,,,1004,88,34.78,0.91,0.01,3,1.47,12753,,98.53,336,0.89,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-17,,103,0,7,103,11612,,,2290,30,41.10,2.03,0.14,3,6.80,1686,,93.20,96,1.89,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-17,,74,0,0,74,11487,,,2628,18,32.14,1.69,0.00,0,0.00,1249,,100.00,74,1.69,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-17,,2,5,0,7,1066,,,908,1,16.67,0.60,0.00,0,0.00,185,,100.00,7,0.60,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-17,,7,0,0,7,2216,,,1618,0,0.00,0.51,0.00,0,0.00,368,,100.00,7,0.51,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-17,,177,0,1,177,11167,,,767,32,22.07,1.22,0.01,0,0.56,989,,99.44,176,1.21,,,,,,,,,,,,
24,Quebec,Québec,2020-03-17,,50,0,0,50,4870,,,574,11,28.21,0.59,0.00,0,0.00,1741,,100.00,50,0.59,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-17,,0,1,0,1,161,,,309,0,0.00,0.19,0.00,0,0.00,0,,100.00,1,0.19,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-17,,2,5,0,7,295,,,380,1,16.67,0.90,0.00,0,0.00,152,,100.00,7,0.90,,,,,,,,,,,,
12,Nova Scotia,Nouvelle-Écosse,2020-03-17,,0,5,0,5,1075,,,1107,2,66.67,0.51,0.00,0,0.00,0,,100.00,5,0.51,,,,,,,,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-17,,1,0,0,1,75,,,478,0,0.00,0.64,0.00,0,0.00,69,,100.00,1,0.64,,,,,,,,,,,,
60,Yukon,Yukon,2020-03-17,,0,0,0,0,0,,,,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-17,,0,0,0,0,145,,,3235,0,0.00,0.00,0.00,0,,7,,,,0.00,,,,,,,,,,,,
62,Nunavut,Nunavut,2020-03-17,,0,0,0,0,7,,,181,0,0.00,0.00,0.00,0,,0,,,,0.00,,,,,,,,,,,,
99,Repatriated travellers,Voyageurs rapatriés,2020-03-17,,8,0,0,8,29,,,,4,100.00,,,0,0.00,0,,100.00,8,,,,,,,,,,,,,
1,Canada,Canada,2020-03-17,,424,16,8,440,44176,,,1175,99,29.03,1.17,0.02,3,1.82,6446,,98.18,432,1.15,,,,,,,,,,,,
59,British Columbia,Colombie-Britannique,2020-03-18,,186,0,7,186,13388,,,2640,83,80.58,3.67,0.14,0,3.76,1776,,96.24,179,3.53,,,,,,,,,,,,
48,Alberta,Alberta,2020-03-18,,97,0,0,97,13686,,,3131,23,31.08,2.22,0.00,0,0.00,2199,,100.00,97,2.22,,,,,,,,,,,,
47,Saskatchewan,Saskatchewan,2020-03-18,,2,6,0,8,1910,,,1626,1,14.29,0.68,0.00,0,0.00,844,,100.00,8,0.68,,,,,,,,,,,,
46,Manitoba,Manitoba,2020-03-18,,8,7,0,15,2739,,,2000,8,114.29,1.10,0.00,0,0.00,523,,100.00,15,1.10,,,,,,,,,,,,
35,Ontario,Ontario,2020-03-18,,189,0,1,189,13869,,,952,12,6.78,1.30,0.01,0,0.53,2702,,99.47,188,1.29,,,,,,,,,,,,
24,Quebec,Québec,2020-03-18,,74,0,1,74,5880,,,693,24,48.00,0.87,0.01,1,1.35,1010,,98.65,73,0.86,,,,,,,,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-18,,0,3,0,3,161,,,309,2,200.00,0.58,0.00,0,0.00,0,,100.00,3,0.58,,,,,,,,,,,,
13,New Brunswick,Nouveau-Brunswick,2020-03-18,,2,6,0,8,408,,,525,1,14.29,1.03,0.00,0,0.00,113,,100.00,8,1.03,,,,,,,,,,,,
